plan_id,status,px_per_m,overall_width_m,overall_depth_m,internal_area_m2,room_code,room_name,room_width_m,room_depth_m,room_area_m2,is_rectangular,outdoor
4745,ok,100.066,8.93,13.07,62.63,ULKOTILA,Outdoor,1.19,0.48,0.57,True,True
4745,ok,100.066,8.93,13.07,62.63,K,Kitchen,3.12,3.28,10.14,True,False
4745,ok,100.066,8.93,13.07,62.63,OH,Living room,4.53,4.7,21.27,True,False
4745,ok,100.066,8.93,13.07,62.63,ET,Entrance hall,5.47,2.22,4.87,False,False
4745,ok,100.066,8.93,13.07,62.63,ULKOTILA,Outdoor,2.43,1.32,3.2,True,True
4745,ok,100.066,8.93,13.07,62.63,UNDEFINED,UNDEFINED,1.49,1.52,2.26,True,False
4745,ok,100.066,8.93,13.07,62.63,KPH,Bathroom,2.08,3.63,5.6,False,False
4745,ok,100.066,8.93,13.07,62.63,MH,Bedroom,3.85,3.73,13.61,False,False
4745,ok,100.066,8.93,13.07,62.63,UNDEFINED,UNDEFINED,1.41,1.31,1.85,True,False
4745,ok,100.066,8.93,13.07,62.63,UNDEFINED,UNDEFINED,1.07,1.52,1.62,True,False
4745,ok,100.066,8.93,13.07,62.63,VAR,Storage,0.92,1.52,1.4,True,False
4746,ok,100.021,9.63,19.44,114.76,TK,Utility,1.1,0.85,0.93,True,False
4746,ok,100.021,9.63,19.44,114.76,UNDEFINED,UNDEFINED,1.65,1.58,2.47,False,False
4746,ok,100.021,9.63,19.44,114.76,VH,Walk-in closet,1.92,1.37,2.64,True,False
4746,ok,100.021,9.63,19.44,114.76,VAR,Storage,1.7,3.55,6.02,True,False
4746,ok,100.021,9.63,19.44,114.76,MH,Bedroom,2.54,3.27,8.28,True,False
4746,ok,100.021,9.63,19.44,114.76,MH,Bedroom,2.81,3.27,9.2,True,False
4746,ok,100.021,9.63,19.44,114.76,KATETTU OSUUS,KATETTU OSUUS,4.89,4.16,15.49,False,False
4746,ok,100.021,9.63,19.44,114.76,UNDEFINED,UNDEFINED,6.77,5.42,31.64,False,False
4746,ok,100.021,9.63,19.44,114.76,ET,Entrance hall,1.73,4.54,5.86,False,False
4746,ok,100.021,9.63,19.44,114.76,UNDEFINED,UNDEFINED,2.55,0.0,0.01,True,False
4746,ok,100.021,9.63,19.44,114.76,KEITTIÖ,KEITTIÖ,2.69,3.44,9.18,False,False
4746,ok,100.021,9.63,19.44,114.76,OH,Living room,4.07,4.73,18.37,False,False
4746,ok,100.021,9.63,19.44,114.76,ULKOTILA,Outdoor,0.92,1.05,0.97,True,True
4746,ok,100.021,9.63,19.44,114.76,PESU,PESU,2.81,1.45,3.7,False,False
4746,ok,100.021,9.63,19.44,114.76,WC,Toilet,1.01,0.97,0.98,True,False
4767,ok,100.114,14.62,9.38,77.65,K,Kitchen,2.9,2.25,6.51,True,False
4767,ok,100.114,14.62,9.38,77.65,RT,RT,2.29,2.25,5.16,True,False
4767,ok,100.114,14.62,9.38,77.65,ET,Entrance hall,1.85,5.56,11.18,False,False
4767,ok,100.114,14.62,9.38,77.65,OH,Living room,4.63,3.93,18.16,True,False
4767,ok,100.114,14.62,9.38,77.65,KH,Utility room,1.23,2.37,2.73,False,False
4767,ok,100.114,14.62,9.38,77.65,WC,Toilet,1.15,2.49,2.85,False,False
4767,ok,100.114,14.62,9.38,77.65,MH,Bedroom,3.84,2.92,11.2,False,False
4767,ok,100.114,14.62,9.38,77.65,MH,Bedroom,3.84,2.21,8.47,False,False
4767,ok,100.114,14.62,9.38,77.65,MH,Bedroom,3.84,2.13,8.15,True,False
4767,ok,100.114,14.62,9.38,77.65,LASITETTU PARVEKE,LASITETTU PARVEKE,2.02,3.3,6.65,True,True
4767,ok,100.114,14.62,9.38,77.65,SAUNA,SAUNA,1.26,1.52,1.9,False,False
4767,ok,100.114,14.62,9.38,77.65,VH,Walk-in closet,1.04,1.28,1.33,True,False
4773,ok,100.022,21.7,15.83,123.2,ULKOTILA,Outdoor,1.96,0.7,1.37,True,True
4773,ok,100.022,21.7,15.83,123.2,K,Kitchen,2.39,3.58,8.54,True,False
4773,ok,100.022,21.7,15.83,123.2,ET,Entrance hall,2.2,3.58,7.88,True,False
4773,ok,100.022,21.7,15.83,123.2,OH,Living room,4.7,4.84,22.78,True,False
4773,ok,100.022,21.7,15.83,123.2,KUISTI,KUISTI,3.1,4.49,13.89,True,True
4773,ok,100.022,21.7,15.83,123.2,UNDEFINED,UNDEFINED,3.11,4.24,13.21,True,False
4773,ok,100.022,21.7,15.83,123.2,TUPA,TUPA,3.3,2.66,8.79,True,False
4773,ok,100.022,21.7,15.83,123.2,UNDEFINED,UNDEFINED,1.55,1.96,3.03,True,False
4773,ok,100.022,21.7,15.83,123.2,ET,Entrance hall,1.72,1.45,2.5,True,False
4773,ok,100.022,21.7,15.83,123.2,UNDEFINED,UNDEFINED,1.55,1.51,2.34,True,False
4773,ok,100.022,21.7,15.83,123.2,UNDEFINED,UNDEFINED,1.45,1.45,2.1,True,False
4773,ok,100.022,21.7,15.83,123.2,ULKOTILA,Outdoor,1.65,1.78,2.94,True,True
4773,ok,100.022,21.7,15.83,123.2,MH,Bedroom,4.47,4.71,19.29,False,False
4773,ok,100.022,21.7,15.83,123.2,ET,Entrance hall,2.12,4.29,9.11,True,False
4773,ok,100.022,21.7,15.83,123.2,MH,Bedroom,3.15,4.58,14.44,True,False
4773,ok,100.022,21.7,15.83,123.2,MH,Bedroom,2.39,1.96,4.68,True,False
4773,ok,100.022,21.7,15.83,123.2,UNDEFINED,UNDEFINED,2.39,2.22,4.51,False,False
4792,ok,100.089,8.37,12.15,76.56,MH/TYÖH,MH/TYÖH,2.85,2.44,6.98,False,False
4792,ok,100.089,8.37,12.15,76.56,TUPAK,TUPAK,7.59,5.94,37.19,False,False
4792,ok,100.089,8.37,12.15,76.56,UNDEFINED,UNDEFINED,4.08,5.58,15.82,False,False
4792,ok,100.089,8.37,12.15,76.56,MH,Bedroom,3.49,2.49,8.51,True,False
4792,ok,100.089,8.37,12.15,76.56,WC,Toilet,1.23,2.85,3.34,False,False
4792,ok,100.089,8.37,12.15,76.56,VH,Walk-in closet,2.02,1.74,3.24,False,False
4792,ok,100.089,8.37,12.15,76.56,UNDEFINED,UNDEFINED,1.23,1.2,1.48,True,False
4793,ok,100.081,13.7,13.83,74.72,TERASSI,TERASSI,2.33,2.99,6.96,True,True
4793,ok,100.081,13.7,13.83,74.72,ULKOTILA,Outdoor,1.03,2.11,2.16,True,True
4793,ok,100.081,13.7,13.83,74.72,WC,Toilet,1.24,1.82,2.26,True,False
4793,ok,100.081,13.7,13.83,74.72,PESU,PESU,1.22,1.12,1.22,False,False
4793,ok,100.081,13.7,13.83,74.72,UNDEFINED,UNDEFINED,2.44,1.57,3.82,True,False
4793,ok,100.081,13.7,13.83,74.72,OLESKELU,OLESKELU,3.06,4.38,12.99,False,False
4793,ok,100.081,13.7,13.83,74.72,KEITTIÖ,KEITTIÖ,2.66,9.11,18.9,False,False
4793,ok,100.081,13.7,13.83,74.72,MH,Bedroom,3.71,4.08,15.12,True,False
4793,ok,100.081,13.7,13.83,74.72,MH,Bedroom,3.22,4.38,14.1,True,False
4793,ok,100.081,13.7,13.83,74.72,VH,Walk-in closet,3.22,1.48,4.77,True,False
4793,ok,100.081,13.7,13.83,74.72,UNDEFINED,UNDEFINED,1.24,1.23,1.53,True,False
4796,ok,100.066,12.37,19.18,137.92,UNDEFINED,UNDEFINED,1.1,1.1,1.21,True,False
4796,ok,100.066,12.37,19.18,137.92,TK,Utility,1.19,1.19,1.42,True,False
4796,ok,100.066,12.37,19.18,137.92,UNDEFINED,UNDEFINED,1.01,1.85,1.79,False,False
4796,ok,100.066,12.37,19.18,137.92,MH,Bedroom,3.16,2.79,8.8,True,False
4796,ok,100.066,12.37,19.18,137.92,K,Kitchen,2.57,4.78,12.25,True,False
4796,ok,100.066,12.37,19.18,137.92,MH,Bedroom,3.6,3.82,12.42,False,False
4796,ok,100.066,12.37,19.18,137.92,MH,Bedroom,2.96,3.82,10.3,False,False
4796,ok,100.066,12.37,19.18,137.92,AUTOTALLI,Garage,2.72,4.61,12.53,True,False
4796,ok,100.066,12.37,19.18,137.92,OH,Living room,4.09,6.57,26.89,True,False
4796,ok,100.066,12.37,19.18,137.92,ET,Entrance hall,4.52,5.69,13.73,False,False
4796,ok,100.066,12.37,19.18,137.92,TK,Utility,1.07,1.55,1.66,True,False
4796,ok,100.066,12.37,19.18,137.92,KATT.H,KATT.H,3.2,1.55,2.41,False,False
4796,ok,100.066,12.37,19.18,137.92,ULKOTILA,Outdoor,0.33,1.0,0.33,True,True
4796,ok,100.066,12.37,19.18,137.92,MH,Bedroom,4.28,2.72,11.61,True,False
4796,ok,100.066,12.37,19.18,137.92,TH,Workshop,4.38,3.29,13.38,False,False
4796,ok,100.066,12.37,19.18,137.92,ULKOTILA,Outdoor,1.19,1.03,1.23,True,True
4796,ok,100.066,12.37,19.18,137.92,PSH,Shower room,2.49,1.85,4.61,True,False
4796,ok,100.066,12.37,19.18,137.92,UNDEFINED,UNDEFINED,1.63,1.85,2.91,False,False
4815,ok,100.015,17.54,10.06,89.99,UNDEFINED,UNDEFINED,6.48,4.47,14.31,False,False
4815,ok,100.015,17.54,10.06,89.99,UNDEFINED,UNDEFINED,5.45,0.79,5.47,False,False
4815,ok,100.015,17.54,10.06,89.99,UNDEFINED,UNDEFINED,1.97,2.57,5.04,True,False
4815,ok,100.015,17.54,10.06,89.99,UNDEFINED,UNDEFINED,1.76,2.57,4.5,True,False
4815,ok,100.015,17.54,10.06,89.99,ULKOTILA,Outdoor,1.76,2.57,4.52,True,True
4815,ok,100.015,17.54,10.06,89.99,ET,Entrance hall,2.96,1.75,5.17,True,False
4815,ok,100.015,17.54,10.06,89.99,TK,Utility,1.81,1.74,2.91,False,False
4815,ok,100.015,17.54,10.06,89.99,K,Kitchen,2.86,2.71,7.49,False,False
4815,ok,100.015,17.54,10.06,89.99,OH,Living room,3.45,4.46,15.39,True,False
4815,ok,100.015,17.54,10.06,89.99,PARVEKE,Balcony,0.97,2.06,2.01,True,True
4815,ok,100.015,17.54,10.06,89.99,ET,Entrance hall,4.61,1.78,7.7,False,False
4815,ok,100.015,17.54,10.06,89.99,MH,Bedroom,3.53,2.55,9.01,True,False
4815,ok,100.015,17.54,10.06,89.99,MH,Bedroom,3.53,1.77,6.25,True,False
4815,ok,100.015,17.54,10.06,89.99,KH,Utility room,1.5,2.54,3.81,True,False
4815,ok,100.015,17.54,10.06,89.99,VH,Walk-in closet,1.22,1.71,2.09,True,False
4815,ok,100.015,17.54,10.06,89.99,VH,Walk-in closet,1.22,0.7,0.86,True,False
4817,ok,100.074,10.29,15.24,79.27,TERASSI,TERASSI,4.5,1.93,8.7,True,True
4817,ok,100.074,10.29,15.24,79.27,K,Kitchen,2.71,3.53,9.55,True,False
4817,ok,100.074,10.29,15.24,79.27,OH,Living room,4.35,5.32,19.94,False,False
4817,ok,100.074,10.29,15.24,79.27,ULKOTILA,Outdoor,2.55,1.49,3.8,True,True
4817,ok,100.074,10.29,15.24,79.27,UNDEFINED,UNDEFINED,0.61,0.11,0.08,False,False
4817,ok,100.074,10.29,15.24,79.27,ET,Entrance hall,1.52,3.44,5.14,True,False
4817,ok,100.074,10.29,15.24,79.27,VAR,Storage,2.43,1.97,4.78,True,False
4817,ok,100.074,10.29,15.24,79.27,WC,Toilet,1.51,1.77,2.62,True,False
4817,ok,100.074,10.29,15.24,79.27,UNDEFINED,UNDEFINED,1.71,0.0,0.0,False,False
4817,ok,100.074,10.29,15.24,79.27,PH/KHH,PH/KHH,1.6,3.73,5.94,True,False
4817,ok,100.074,10.29,15.24,79.27,AULA,AULA,2.65,1.91,4.77,False,False
4817,ok,100.074,10.29,15.24,79.27,MH,Bedroom,4.37,3.4,12.39,False,False
4817,ok,100.074,10.29,15.24,79.27,UNDEFINED,UNDEFINED,1.37,1.78,2.43,True,False
4817,ok,100.074,10.29,15.24,79.27,UNDEFINED,UNDEFINED,1.48,1.88,0.36,False,False
4817,ok,100.074,10.29,15.24,79.27,MH,Bedroom,2.65,3.41,8.95,True,False
4817,ok,100.074,10.29,15.24,79.27,UNDEFINED,UNDEFINED,1.57,1.48,2.32,True,False
4817,ok,100.074,10.29,15.24,79.27,LASITETTU PARVEKE,LASITETTU PARVEKE,3.1,1.81,5.59,True,True
4835,ok,100.021,15.17,15.6,106.78,VH,Walk-in closet,2.57,2.35,6.02,True,False
4835,ok,100.021,15.17,15.6,106.78,KPH,Bathroom,3.49,2.35,8.19,True,False
4835,ok,100.021,15.17,15.6,106.78,MH,Bedroom,3.34,4.26,14.23,True,False
4835,ok,100.021,15.17,15.6,106.78,MH,Bedroom,2.72,4.26,11.58,True,False
4835,ok,100.021,15.17,15.6,106.78,UNDEFINED,UNDEFINED,4.27,1.86,7.95,True,False
4835,ok,100.021,15.17,15.6,106.78,UNDEFINED,UNDEFINED,1.79,1.86,3.33,True,False
4835,ok,100.021,15.17,15.6,106.78,UNDEFINED,UNDEFINED,3.65,3.41,11.22,False,False
4835,ok,100.021,15.17,15.6,106.78,OH,Living room,3.65,4.29,15.68,True,False
4835,ok,100.021,15.17,15.6,106.78,K,Kitchen,2.31,3.44,7.05,False,False
4835,ok,100.021,15.17,15.6,106.78,R,R,2.31,2.36,5.44,True,False
4835,ok,100.021,15.17,15.6,106.78,PARVEKE,Balcony,6.08,1.4,8.48,True,True
4835,ok,100.021,15.17,15.6,106.78,ULKOTILA,Outdoor,1.4,1.28,1.8,True,True
4835,ok,100.021,15.17,15.6,106.78,MH,Bedroom,2.86,2.89,8.24,True,False
4835,ok,100.021,15.17,15.6,106.78,VAR,Storage,1.75,2.42,4.24,True,False
4835,ok,100.021,15.17,15.6,106.78,WC,Toilet,1.56,0.98,1.52,True,False
4835,ok,100.021,15.17,15.6,106.78,UNDEFINED,UNDEFINED,1.43,0.98,1.4,True,False
4835,ok,100.021,15.17,15.6,106.78,UNDEFINED,UNDEFINED,0.78,0.88,0.69,True,False
4836,ok,99.978,18.32,15.6,111.75,VH,Walk-in closet,2.64,2.4,6.35,True,False
4836,ok,99.978,18.32,15.6,111.75,KPH,Bathroom,3.6,2.4,8.65,True,False
4836,ok,99.978,18.32,15.6,111.75,MH,Bedroom,2.78,4.39,12.2,True,False
4836,ok,99.978,18.32,15.6,111.75,MH,Bedroom,3.46,4.39,15.17,True,False
4836,ok,99.978,18.32,15.6,111.75,UNDEFINED,UNDEFINED,1.74,1.92,3.34,True,False
4836,ok,99.978,18.32,15.6,111.75,UNDEFINED,UNDEFINED,4.51,1.92,8.39,False,False
4836,ok,99.978,18.32,15.6,111.75,UNDEFINED,UNDEFINED,1.44,0.96,1.38,True,False
4836,ok,99.978,18.32,15.6,111.75,WC,Toilet,1.61,0.96,1.55,True,False
4836,ok,99.978,18.32,15.6,111.75,VAR,Storage,1.8,2.45,4.42,True,False
4836,ok,99.978,18.32,15.6,111.75,MH,Bedroom,2.88,2.93,8.43,True,False
4836,ok,99.978,18.32,15.6,111.75,PARVEKE,Balcony,6.21,1.73,10.77,True,True
4836,ok,99.978,18.32,15.6,111.75,UNDEFINED,UNDEFINED,3.73,3.55,11.93,False,False
4836,ok,99.978,18.32,15.6,111.75,OH,Living room,3.73,4.35,16.21,True,False
4836,ok,99.978,18.32,15.6,111.75,R,R,2.34,2.39,5.6,True,False
4836,ok,99.978,18.32,15.6,111.75,K,Kitchen,2.34,3.54,8.14,True,False
4836,ok,99.978,18.32,15.6,111.75,ULKOTILA,Outdoor,1.46,1.34,1.95,True,True
4841,ok,100.041,11.3,7.2,70.6,PARVEKE,Balcony,3.54,1.41,4.99,True,True
4841,ok,100.041,11.3,7.2,70.6,OH,Living room,4.47,6.78,30.26,True,False
4841,ok,100.041,11.3,7.2,70.6,MH,Bedroom,3.53,6.78,23.81,True,False
4841,ok,100.041,11.3,7.2,70.6,K,Kitchen,2.67,2.01,5.11,False,False
4841,ok,100.041,11.3,7.2,70.6,ET,Entrance hall,2.55,2.63,7.01,False,False
4841,ok,100.041,11.3,7.2,70.6,KHH,KHH,2.46,1.94,4.41,False,False
4851,ok,100.044,9.16,8.48,67.24,UNDEFINED,UNDEFINED,3.18,2.88,7.21,False,False
4851,ok,100.044,9.16,8.48,67.24,OH,Living room,4.29,3.72,15.97,True,False
4851,ok,100.044,9.16,8.48,67.24,H,H,3.93,3.72,14.63,True,False
4851,ok,100.044,9.16,8.48,67.24,UNDEFINED,UNDEFINED,2.17,4.09,9.58,False,False
4851,ok,100.044,9.16,8.48,67.24,H,H,3.93,2.69,10.56,True,False
4851,ok,100.044,9.16,8.48,67.24,UNDEFINED,UNDEFINED,2.75,1.28,3.53,True,False
4851,ok,100.044,9.16,8.48,67.24,TK,Utility,1.4,1.21,1.69,True,False
4851,ok,100.044,9.16,8.48,67.24,K,Kitchen,2.17,1.89,4.09,True,False
4860,ok,100.051,10.78,6.12,40.26,ULKOTILA,Outdoor,1.25,3.69,4.62,True,True
4860,ok,100.051,10.78,6.12,40.26,ET,Entrance hall,1.11,3.33,3.71,True,False
4860,ok,100.051,10.78,6.12,40.26,OH,Living room,4.83,3.57,16.2,False,False
4860,ok,100.051,10.78,6.12,40.26,K,Kitchen,3.41,2.43,7.9,False,False
4860,ok,100.051,10.78,6.12,40.26,MH,Bedroom,3.41,2.43,8.28,True,False
4860,ok,100.051,10.78,6.12,40.26,KH,Utility room,1.66,1.53,2.53,True,False
4860,ok,100.051,10.78,6.12,40.26,VH,Walk-in closet,1.26,1.29,1.63,True,False
4871,ok,99.962,12.15,8.54,60.82,PARVEKE,Balcony,1.37,4.15,5.69,True,True
4871,ok,99.962,12.15,8.54,60.82,OH,Living room,5.02,4.14,20.97,True,False
4871,ok,99.962,12.15,8.54,60.82,ET,Entrance hall,3.23,1.42,4.54,True,False
4871,ok,99.962,12.15,8.54,60.82,K,Kitchen,3.13,2.84,8.83,True,False
4871,ok,99.962,12.15,8.54,60.82,MH,Bedroom,4.09,2.77,11.34,True,False
4871,ok,99.962,12.15,8.54,60.82,MH,Bedroom,4.09,2.75,11.23,True,False
4871,ok,99.962,12.15,8.54,60.82,KPH,Bathroom,1.51,1.88,2.84,True,False
4871,ok,99.962,12.15,8.54,60.82,VH,Walk-in closet,0.85,1.26,1.07,True,False
4893,ok,100.049,13.4,8.96,75.07,H,H,5.33,2.89,15.23,True,False
4893,ok,100.049,13.4,8.96,75.07,UNDEFINED,UNDEFINED,1.93,4.44,8.08,False,False
4893,ok,100.049,13.4,8.96,75.07,H,H,6.64,3.66,23.53,False,False
4893,ok,100.049,13.4,8.96,75.07,H,H,3.97,3.66,14.76,False,False
4893,ok,100.049,13.4,8.96,75.07,ULKOTILA,Outdoor,1.64,3.65,5.98,True,True
4893,ok,100.049,13.4,8.96,75.07,K,Kitchen,3.18,2.88,8.81,False,False
4893,ok,100.049,13.4,8.96,75.07,KH,Utility room,1.99,1.4,2.78,True,False
4893,ok,100.049,13.4,8.96,75.07,SAUNA,SAUNA,1.35,1.4,1.89,True,False
4901,ok,100.025,14.08,17.7,100.89,ULKOTILA,Outdoor,5.72,0.99,5.65,True,True
4901,ok,100.025,14.08,17.7,100.89,AT,AT,4.46,5.9,25.83,False,False
4901,ok,100.025,14.08,17.7,100.89,TEKN,TEKN,1.2,2.26,2.59,False,False
4901,ok,100.025,14.08,17.7,100.89,KHH,KHH,1.93,1.61,3.1,True,False
4901,ok,100.025,14.08,17.7,100.89,VH,Walk-in closet,1.2,0.61,0.73,True,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,0.59,0.61,0.36,True,False
4901,ok,100.025,14.08,17.7,100.89,PUKUH,PUKUH,1.62,1.66,2.69,True,False
4901,ok,100.025,14.08,17.7,100.89,PSH,Shower room,1.29,2.55,3.3,True,False
4901,ok,100.025,14.08,17.7,100.89,ULKOTILA,Outdoor,1.91,1.61,3.07,True,True
4901,ok,100.025,14.08,17.7,100.89,TERASSI,TERASSI,10.55,1.86,20.25,False,True
4901,ok,100.025,14.08,17.7,100.89,RT,RT,2.11,2.72,5.67,True,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,1.64,3.16,5.92,False,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,1.99,2.32,4.17,False,False
4901,ok,100.025,14.08,17.7,100.89,K,Kitchen,1.75,2.68,4.65,True,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,1.75,0.8,1.4,True,False
4901,ok,100.025,14.08,17.7,100.89,OH,Living room,3.75,2.71,10.14,True,False
4901,ok,100.025,14.08,17.7,100.89,TH,Workshop,1.81,2.71,4.9,True,False
4901,ok,100.025,14.08,17.7,100.89,MH,Bedroom,1.9,3.04,6.18,False,False
4901,ok,100.025,14.08,17.7,100.89,MH,Bedroom,2.04,3.14,6.41,True,False
4901,ok,100.025,14.08,17.7,100.89,MH,Bedroom,1.82,3.04,5.53,True,False
4901,ok,100.025,14.08,17.7,100.89,VH,Walk-in closet,1.64,2.27,2.52,False,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,1.91,1.27,2.43,True,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,1.03,1.27,1.31,True,False
4901,ok,100.025,14.08,17.7,100.89,UNDEFINED,UNDEFINED,0.89,1.19,1.06,True,False
4901,ok,100.025,14.08,17.7,100.89,ULKOTILA,Outdoor,1.4,2.01,2.82,True,True
4931,ok,100.042,25.33,7.74,146.06,ULKOTILA,Outdoor,1.2,7.43,8.91,True,True
4931,ok,100.042,25.33,7.74,146.06,ULKOTILA,Outdoor,0.32,1.42,0.46,True,True
4931,ok,100.042,25.33,7.74,146.06,ULKOTILA,Outdoor,1.47,1.19,1.75,True,True
4931,ok,100.042,25.33,7.74,146.06,UNDEFINED,UNDEFINED,2.19,1.11,2.42,True,False
4931,ok,100.042,25.33,7.74,146.06,ET,Entrance hall,3.5,4.03,11.83,False,False
4931,ok,100.042,25.33,7.74,146.06,OH,Living room,2.83,4.03,11.58,False,False
4931,ok,100.042,25.33,7.74,146.06,TUPAK,TUPAK,3.42,3.25,11.11,True,False
4931,ok,100.042,25.33,7.74,146.06,K,Kitchen,2.88,3.25,9.34,True,False
4931,ok,100.042,25.33,7.74,146.06,MH,Bedroom,2.76,3.25,8.97,True,False
4931,ok,100.042,25.33,7.74,146.06,KPH,Bathroom,2.16,2.82,6.08,True,False
4931,ok,100.042,25.33,7.74,146.06,UNDEFINED,UNDEFINED,1.64,1.95,3.21,True,False
4931,ok,100.042,25.33,7.74,146.06,ET,Entrance hall,1.64,1.94,3.19,True,False
4931,ok,100.042,25.33,7.74,146.06,VH,Walk-in closet,1.08,1.81,1.95,True,False
4931,ok,100.042,25.33,7.74,146.06,TK,Utility,1.48,0.79,1.17,True,False
4931,ok,100.042,25.33,7.74,146.06,WC,Toilet,1.08,1.29,1.39,True,False
4931,ok,100.042,25.33,7.74,146.06,ULKOTILA,Outdoor,1.08,7.43,7.93,True,True
4931,ok,100.042,25.33,7.74,146.06,ULLAKKO,ULLAKKO,10.66,0.62,6.58,True,False
4931,ok,100.042,25.33,7.74,146.06,MH,Bedroom,3.94,6.67,20.44,False,False
4931,ok,100.042,25.33,7.74,146.06,HALLI,HALLI,3.08,3.72,11.47,True,False
4931,ok,100.042,25.33,7.74,146.06,H,H,3.4,3.08,10.47,True,False
4931,ok,100.042,25.33,7.74,146.06,H,H,3.4,2.41,8.19,True,False
4931,ok,100.042,25.33,7.74,146.06,UNDEFINED,UNDEFINED,3.4,0.94,3.18,True,False
4931,ok,100.042,25.33,7.74,146.06,VH,Walk-in closet,1.86,2.83,5.26,True,False
4931,ok,100.042,25.33,7.74,146.06,UNDEFINED,UNDEFINED,1.73,2.83,4.89,True,False
4931,ok,100.042,25.33,7.74,146.06,UNDEFINED,UNDEFINED,1.23,1.42,1.75,True,False
4931,ok,100.042,25.33,7.74,146.06,UNDEFINED,UNDEFINED,1.23,1.29,1.58,True,False
4933,ok,99.99,9.51,11.92,50.05,PARVEKE,Balcony,2.83,2.93,8.3,True,True
4933,ok,99.99,9.51,11.92,50.05,K,Kitchen,2.63,2.28,6.13,False,False
4933,ok,99.99,9.51,11.92,50.05,ET,Entrance hall,2.08,2.55,4.85,False,False
4933,ok,99.99,9.51,11.92,50.05,OH,Living room,4.36,3.92,16.47,False,False
4933,ok,99.99,9.51,11.92,50.05,H,H,3.56,2.92,10.39,True,False
4933,ok,99.99,9.51,11.92,50.05,KPH,Bathroom,2.19,2.89,6.32,True,False
4933,ok,99.99,9.51,11.92,50.05,VH,Walk-in closet,2.19,1.4,3.07,True,False
4933,ok,99.99,9.51,11.92,50.05,UNDEFINED,UNDEFINED,1.82,1.55,2.82,True,False
4936,ok,100.062,11.05,8.72,79.96,ET,Entrance hall,4.81,4.27,13.56,False,False
4936,ok,100.062,11.05,8.72,79.96,OH,Living room,6.3,4.16,26.22,True,False
4936,ok,100.062,11.05,8.72,79.96,K,Kitchen,3.13,4.08,12.76,False,False
4936,ok,100.062,11.05,8.72,79.96,PARVEKE,Balcony,1.04,4.19,4.36,True,True
4936,ok,100.062,11.05,8.72,79.96,MH,Bedroom,5.84,4.13,24.05,True,False
4936,ok,100.062,11.05,8.72,79.96,KH,Utility room,1.89,1.78,3.36,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,2.09,1.79,3.12,False,False
4990,ok,100.0,31.48,13.61,192.15,KELLARI,KELLARI,2.43,3.32,8.08,True,False
4990,ok,100.0,31.48,13.61,192.15,VARASTO,VARASTO,7.1,3.61,25.62,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,1.33,3.61,4.79,True,False
4990,ok,100.0,31.48,13.61,192.15,KATETTU TERASSI,KATETTU TERASSI,2.63,4.11,10.82,True,True
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,0.5,0.45,0.23,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,0.38,0.74,0.29,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,0.76,1.16,0.88,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,1.04,1.27,1.32,True,False
4990,ok,100.0,31.48,13.61,192.15,SH,SH,0.92,2.37,2.17,True,False
4990,ok,100.0,31.48,13.61,192.15,KUISTI,KUISTI,2.48,3.54,8.8,True,True
4990,ok,100.0,31.48,13.61,192.15,ET,Entrance hall,2.17,4.9,9.3,False,False
4990,ok,100.0,31.48,13.61,192.15,KHH,KHH,3.55,4.24,12.18,False,False
4990,ok,100.0,31.48,13.61,192.15,MH,Bedroom,4.46,3.34,14.91,True,False
4990,ok,100.0,31.48,13.61,192.15,K,Kitchen,4.78,4.9,21.36,False,False
4990,ok,100.0,31.48,13.61,192.15,OH,Living room,4.08,4.71,18.94,True,False
4990,ok,100.0,31.48,13.61,192.15,RT,RT,3.02,3.82,11.52,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,0.87,1.14,0.99,True,False
4990,ok,100.0,31.48,13.61,192.15,WC,Toilet,2.19,1.13,2.47,True,False
4990,ok,100.0,31.48,13.61,192.15,VH,Walk-in closet,1.4,3.46,4.85,True,False
4990,ok,100.0,31.48,13.61,192.15,UNDEFINED,UNDEFINED,0.41,3.76,1.54,True,False
4990,ok,100.0,31.48,13.61,192.15,AULA,AULA,2.42,5.03,13.18,False,False
4990,ok,100.0,31.48,13.61,192.15,MH,Bedroom,3.96,5.03,16.54,False,False
4990,ok,100.0,31.48,13.61,192.15,MH,Bedroom,5.54,3.46,17.87,False,False
